model_key,family,cv_macro_f1_mean,cv_macro_f1_std,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,fit_search_seconds,heldout_predict_seconds,registry_order_tiebreak
knn,k-nearest neighbours,0.9662223341630408,0.044360153119158904,0.9932432432432432,0.9891304347826086,0.9940476190476191,0.9914323962516733,0.9935370152761457,0.9932432432432432,0.993277614964362,2.537512800001423,0.012337100000877399,3
logistic_regression,Logistic regression,0.9656357427346932,0.04859839868547497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36784460000126273,0.001900200000818586,0
random_forest,Random forest,0.9544436946345748,0.06442634489939447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.403304200001003,0.013352699999813922,2
rbf_svm,Support vector machine,0.9245626468027236,0.0852673669598789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6553434000015841,0.008036899998842273,1
